gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,0,1,109.9,5686
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,92.3,5328
1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,0,0,106.35,3052
1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,2881
0,0,1,0,23,1,0,0,0,0,0,2,2,0,1,0,0,60.0,634
0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,3834
1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,4849
0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,89.65,2904
1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,25.15,2876
0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3,6033
0,0,1,1,5,1,0,1,0,0,0,0,2,0,0,1,2,80.85,3081
0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,4828
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5454
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,0,74.8,2794
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5507
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,5251
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,419
0,0,1,1,4,1,0,1,0,0,0,0,2,0,0,1,3,78.9,2588
0,0,1,0,33,1,2,1,0,0,2,2,0,2,0,1,1,95.0,2604
0,0,1,1,58,1,2,2,1,1,1,1,1,1,2,0,1,25.15,923
1,0,1,1,25,1,2,2,1,1,1,1,1,1,0,1,0,25.4,4535
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2763
1,1,1,0,51,1,2,1,2,0,2,0,0,2,1,1,0,93.65,4084
1,0,0,0,19,0,1,0,0,0,0,0,0,0,0,1,0,25.15,3960
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4080
0,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,1,56.35,690
1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,0,3,74.15,698
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,6465
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,6434
1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1297
1,1,0,0,31,1,2,1,0,0,2,2,2,0,0,1,0,96.6,2483
1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3347
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,4722
0,0,1,1,49,1,0,0,2,2,2,2,2,2,1,1,3,87.2,3692
1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,51.0,2652
1,0,1,1,35,1,2,0,0,0,0,2,2,2,1,1,0,73.45,2317
1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,6000
1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,21
0,0,0,0,31,1,0,1,2,0,2,2,0,0,0,0,2,87.6,2368
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,6425
1,0,1,1,28,0,1,0,2,0,2,2,2,0,1,0,3,50.8,696
1,1,0,0,50,1,2,0,2,2,0,0,2,0,0,1,0,70.35,2989
0,1,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,20.05,3562
1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,1868
1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106.0,3569
1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1,6348
0,0,1,1,4,1,0,1,0,0,0,0,0,2,0,0,2,80.85,2622
0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,2633
0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,669
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,1946
0,0,1,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.25,1226
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,5550
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.1,706
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,113.15,6011
0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2143
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,75.5,2072
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,5519
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,5445
1,0,1,1,67,1,2,0,2,0,2,0,2,2,2,1,2,79.7,4425
0,1,1,0,43,1,2,1,2,2,0,0,2,0,0,1,2,94.5,3553
1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,86.55,1421
0,0,1,0,61,1,2,1,0,0,2,2,2,2,0,1,2,106.35,5348
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1383
1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,956
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,3,19.75,6437
0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.45,4409
1,0,0,0,39,1,2,1,0,2,0,0,0,0,1,0,1,81.4,2798
0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,1,0,25.3,1269
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,1,85.55,6212
1,0,0,0,6,1,2,1,0,0,0,2,0,2,0,1,0,87.95,4372
0,1,1,0,56,1,2,1,0,0,2,0,2,2,0,1,0,100.65,4698
0,0,1,0,23,1,0,0,2,0,2,2,0,2,1,1,0,68.75,1185
1,0,1,0,34,1,0,2,1,1,1,1,1,1,2,0,1,20.05,5369
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,3441
1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,3614
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,0,0,19.85,463
0,0,0,0,51,1,2,1,0,2,2,2,2,2,1,1,2,111.5,4706
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,147
0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2181
0,0,1,0,61,1,2,1,0,2,0,2,0,2,2,1,0,94.35,4705
1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,49.95,134
1,0,1,1,72,1,2,0,2,0,0,0,0,0,2,0,0,55.3,3402
0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,4809
1,0,0,0,6,1,0,1,2,2,0,0,0,0,0,1,2,78.95,4188
0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1539
1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4099
0,0,1,1,47,0,1,0,2,2,2,0,2,2,2,1,1,60.0,2404
1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,3459
0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,5531
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1310
0,0,1,1,61,1,2,1,2,2,2,0,0,2,1,1,1,100.7,4927
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,79.35,4750
0,0,1,1,35,1,0,0,2,0,0,2,0,0,1,1,0,54.95,1518
0,0,1,0,25,1,2,2,1,1,1,1,1,1,1,1,3,26.8,5684
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3027
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,662
1,0,1,0,56,1,2,2,1,1,1,1,1,1,2,1,1,25.15,593
1,1,0,0,26,1,2,1,0,0,0,0,2,2,0,1,2,93.6,2048
0,0,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,80.45,4738
0,0,0,0,37,1,2,0,2,0,0,0,2,0,1,0,0,64.65,1982
0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,4199
1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,2,73.6,4356
1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,4468
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,1,19.6,454
0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,30.25,3172
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,214
1,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,1,81.0,4749
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,4314
0,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,3,20.1,1397
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.1,5440
1,0,1,1,47,1,2,0,0,2,0,0,0,0,0,0,2,54.25,2192
1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,1,20.4,6336
1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,78.5,2064
0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,4664
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,2866
1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,4794
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,3824
0,1,1,0,71,1,0,1,0,2,2,0,0,2,2,0,1,89.45,5177
0,1,1,0,56,1,2,0,2,2,2,2,0,0,1,1,1,68.45,3428
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.3,4490
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,5634
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4087
0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,3903
0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,3,50.95,418
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,1,20.45,866
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,5768
1,0,1,1,52,0,1,0,0,2,2,2,2,0,2,0,3,50.2,2212
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,2939
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,3218
0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,220
1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,378
1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2395
0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,6447
1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,6228
0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,3,70.15,6289
1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,3591
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.4,1673
0,0,0,0,59,1,2,0,2,2,2,2,0,2,1,0,1,79.85,4045
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,811
0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,290
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,2150
1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0,3754
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,246
1,1,0,0,53,0,1,0,0,2,2,0,2,2,0,1,2,54.45,2465
0,0,0,1,4,1,2,2,1,1,1,1,1,1,0,1,3,25.45,6171
0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,389
0,0,0,0,43,1,0,0,0,2,0,2,0,0,1,0,2,55.45,2096
1,1,0,0,8,1,2,1,0,0,2,0,0,0,0,1,2,81.25,4815
1,0,1,1,6,1,0,0,2,0,0,0,0,0,0,1,2,49.15,2548
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6028
0,0,1,1,60,0,1,0,0,2,0,0,2,2,0,1,2,49.75,2665
1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,1,3,19.7,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.05,3338
0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4167
0,0,1,0,56,1,0,1,0,0,2,2,2,2,0,1,2,98.7,4684
1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,5021
1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,62.05,335
0,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,0,105.4,5375
0,0,0,0,42,1,0,0,2,2,2,2,0,2,1,0,1,73.9,2743
1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,1791
0,0,1,1,5,1,0,0,2,0,0,0,0,0,0,1,3,49.4,1958
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.6,6153
0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,80.6,2305
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,2317
1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,3,20.1,6208
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,1917
0,1,1,0,6,1,2,1,0,0,0,0,0,2,0,1,2,84.35,4009
1,0,0,0,69,1,2,1,0,0,2,2,2,2,2,1,0,106.5,5693
0,0,0,0,13,1,0,1,0,0,0,0,0,2,0,1,2,80.5,27
1,0,1,1,22,1,0,1,2,0,0,0,0,0,0,0,0,75.0,1025
1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,3608
0,1,0,0,33,0,1,0,2,2,2,0,2,2,0,1,0,59.45,1458
1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,2599
0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,4263
1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,0,1,90.05,5119
1,0,1,1,55,1,0,0,2,2,0,2,0,0,2,0,0,57.55,2648
1,0,1,1,52,0,1,0,2,0,2,0,0,2,1,0,0,44.25,1913
1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,551
0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2580
1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,2840
0,0,0,1,9,1,0,1,2,0,2,2,0,2,0,0,0,93.0,6269
1,0,1,1,21,1,0,2,1,1,1,1,1,1,1,0,3,19.8,3037
0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,3634
1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2187
0,0,0,1,62,1,2,2,1,1,1,1,1,1,2,0,0,26.0,1110
0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,3,79.55,5969
0,1,0,0,67,1,2,0,0,2,0,0,0,0,0,0,2,54.9,3208
0,0,1,0,63,1,2,0,2,2,0,0,2,2,1,1,1,79.7,4046
1,0,1,0,38,1,2,0,0,0,2,2,0,2,1,0,1,69.0,2321
0,0,1,0,70,0,1,0,0,2,2,2,2,2,2,0,0,57.8,3452
1,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,2,19.6,5609
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,1153
1,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,3,49.7,313
1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,517
0,0,0,0,68,0,1,0,2,0,2,2,0,0,2,0,3,38.9,2358
0,0,1,1,57,1,2,1,0,2,0,0,2,2,0,1,2,100.6,4648
1,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,2,104.35,5122
0,0,0,0,29,1,2,0,0,0,0,0,2,2,1,1,1,71.0,1710
0,0,1,1,9,1,0,0,0,2,0,2,2,0,1,1,3,65.6,4863
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,25.95,1350
0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,441
1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,49.25,6343
1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,3,20.55,647
1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,4415
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,113.65,6073
1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,3,19.65,54
1,0,0,1,71,1,0,0,2,2,2,2,2,0,2,1,1,76.9,4588
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,3246
1,0,1,0,42,1,0,2,1,1,1,1,1,1,2,0,2,20.25,6161
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,6021
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,6107
0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9,2887
0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,0,1,88.0,5026
0,1,1,0,50,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4128
1,0,1,0,53,1,2,1,2,0,2,0,0,2,0,0,2,93.9,4258
0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,5384
0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,104.4,4386
0,0,0,0,50,1,0,1,0,2,0,2,2,2,2,1,3,100.2,4269
0,0,0,0,8,1,0,0,2,0,0,0,2,0,0,1,2,60.0,4113
0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,2609
0,0,1,1,37,1,2,2,1,1,1,1,1,1,2,1,0,24.1,6244
0,0,1,1,49,1,0,0,2,0,2,2,0,0,0,0,0,61.75,2629
0,0,1,0,17,0,1,0,0,2,2,0,0,0,0,1,1,35.65,5189
1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,3,19.7,2234
1,0,1,1,23,1,0,1,2,0,0,2,2,2,0,1,2,99.85,1967
0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,3,58.65,3540
0,0,1,1,71,1,0,0,2,0,2,0,2,2,2,0,1,77.55,4617
1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,1846
1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3119
1,0,1,1,42,1,0,0,2,0,0,2,0,2,1,0,1,63.7,2401
0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1256
0,0,1,0,26,1,0,0,0,2,2,0,2,2,2,1,1,73.5,1505
1,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,2,55.35,3806
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.45,6101
0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,3,44.8,1825
1,1,1,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.2,4348
1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,4807
1,0,0,0,57,1,0,0,2,0,2,0,2,2,2,1,0,74.35,3673
1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,1878
0,0,1,1,67,1,2,2,1,1,1,1,1,1,2,1,3,24.9,1174
0,0,0,0,42,1,2,1,2,0,2,0,2,2,0,1,2,105.2,3752
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.3,1920
1,0,1,1,7,0,1,0,2,0,0,2,0,0,0,1,2,34.5,2415
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.4,2312
0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,48.75,5114
1,0,0,0,31,1,2,0,0,2,0,2,2,0,0,1,2,71.05,1780
1,0,1,1,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,2129
1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,596
1,1,1,0,45,1,2,1,0,2,2,2,2,0,1,1,0,98.7,3852
0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,6430
1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,2978
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,252
1,1,1,0,71,0,1,0,2,2,2,2,0,0,2,0,1,46.35,2911
0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,4732
1,0,1,0,9,1,2,0,0,2,2,0,0,2,0,1,1,69.05,5226
0,0,1,1,51,1,2,1,0,0,2,0,0,2,1,1,2,90.15,3882
0,0,1,1,35,0,1,0,0,0,0,2,2,0,1,0,3,40.9,693
1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,4580
0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,74.7,537
1,0,0,0,44,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4165
0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,777
0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,64.9,5483
1,0,1,1,71,1,2,1,0,2,2,0,2,2,2,1,0,106.0,5881
1,1,1,0,35,1,2,1,0,0,2,0,0,0,1,1,0,81.6,2440
1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,6124
0,0,0,0,60,1,2,1,0,2,2,0,2,2,2,0,2,104.7,5120
1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,30.5,1708
1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,2488
1,1,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,104.35,1907
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.6,5456
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1624
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,19.55,155
0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,5410
0,0,1,1,33,1,2,2,1,1,1,1,1,1,0,0,0,24.25,6166
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2152
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,3826
1,0,1,1,42,1,0,0,0,0,2,2,2,2,1,0,2,73.15,2678
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,20.15,1609
1,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,20.1,5670
0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,2136
1,0,0,0,65,1,2,1,2,0,2,2,2,2,1,1,1,110.0,5598
0,1,0,0,43,0,1,0,2,2,0,0,0,0,0,1,1,33.45,907
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,0,84.9,4956
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,4646
1,0,0,0,55,1,0,1,2,2,0,0,2,2,1,1,3,100.9,4605
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,5944
0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,3,73.85,3423
0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,104.15,544
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1130
1,0,0,1,45,1,2,1,0,0,2,0,2,2,2,0,0,99.7,3931
0,0,1,0,54,1,2,1,0,2,2,2,2,2,1,0,2,110.35,4833
0,0,0,0,33,1,2,1,0,0,0,0,0,2,0,1,2,83.35,2396
1,0,1,1,21,1,2,0,2,0,0,0,2,2,1,1,0,75.9,985
0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.0,4574
0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,5769
1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2552
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,87.1,5058
1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,5779
0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3174
1,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,0,25.55,1473
1,1,0,0,9,1,2,1,0,0,2,0,2,2,0,1,2,100.5,6362
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,0,55.0,2124
0,1,1,0,61,1,2,1,0,2,2,0,2,2,1,1,1,104.4,5162
1,1,1,0,72,1,2,0,0,2,2,2,2,0,2,0,1,77.35,4484
1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,6114
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,639
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.35,3907
0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,79.0,2634
1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,1186
0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,1,34.8,253
0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2512
0,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,19.75,571
0,1,0,0,49,1,2,1,0,0,2,0,0,2,0,1,1,90.85,3841
0,0,0,0,34,1,0,0,2,2,0,0,0,2,1,0,2,64.35,1682
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.15,4226
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,3826
0,0,0,0,61,1,2,0,2,0,2,2,2,2,2,0,1,86.45,4342
0,0,1,1,4,1,0,1,0,0,2,0,0,0,0,1,2,73.75,2828
1,0,1,0,59,1,2,0,2,0,0,2,0,2,1,1,3,69.1,3490
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,3,45.25,986
1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,4021
0,0,0,0,72,1,2,1,2,0,0,2,0,0,2,1,0,84.7,5036
1,0,1,1,15,0,1,0,2,0,0,0,0,0,0,1,0,30.2,3970
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,1481
0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,4539
1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,2843
0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,117
0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05,128
0,0,0,1,39,0,1,0,0,0,2,0,0,0,0,0,1,30.1,257
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,5825
1,0,1,0,59,1,2,1,2,2,2,2,2,0,0,1,2,106.75,5068
0,0,1,1,69,1,2,1,2,0,2,0,0,0,1,0,0,84.45,4814
1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1204
1,0,1,1,6,1,0,2,1,1,1,1,1,1,2,1,1,20.4,136
1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,6069
0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19.5,1044
0,0,1,0,30,1,0,2,1,1,1,1,1,1,0,0,0,19.65,5237
